tpep_pickup_datetime,tpep_dropoff_datetime,trip_distance,fare_amount,pickup_zip,dropoff_zip
2016-02-10T12:22:02.000Z,2016-02-10T12:28:31.000Z,1.2,6.5,10103,10065
2016-02-20T18:59:23.000Z,2016-02-20T19:25:45.000Z,8.35,28.5,10018,10034
2016-02-12T23:06:16.000Z,2016-02-12T23:09:02.000Z,0.5,4.0,10017,10154
2016-02-09T15:38:21.000Z,2016-02-09T15:52:47.000Z,2.3,11.5,10023,10029
2016-02-11T17:13:34.000Z,2016-02-11T17:20:40.000Z,0.66,6.0,10012,10007
2016-02-20T23:25:44.000Z,2016-02-20T23:39:24.000Z,1.6,10.5,10009,10020
2016-02-17T10:05:08.000Z,2016-02-17T10:19:47.000Z,1.75,11.0,10021,10103
2016-02-18T14:08:05.000Z,2016-02-18T14:39:52.000Z,3.7,21.0,10012,10065
2016-02-23T17:32:10.000Z,2016-02-23T18:39:03.000Z,10.43,41.0,10016,11219
2016-02-28T09:09:41.000Z,2016-02-28T09:15:45.000Z,0.8,6.0,10103,10019
2016-02-08T05:46:44.000Z,2016-02-08T05:51:30.000Z,1.2,5.5,10018,10001
2016-02-18T08:58:00.000Z,2016-02-18T09:04:31.000Z,1.1,6.0,10013,10014
2016-02-21T17:07:28.000Z,2016-02-21T17:16:49.000Z,1.14,7.5,10110,10119
2016-02-16T09:21:54.000Z,2016-02-16T09:35:48.000Z,1.69,10.5,10001,10022
2016-02-24T20:21:58.000Z,2016-02-24T20:34:11.000Z,1.81,9.5,10167,10021
2016-02-22T23:58:09.000Z,2016-02-23T00:05:21.000Z,1.8,8.0,10017,10003
2016-02-01T16:25:04.000Z,2016-02-01T16:48:40.000Z,2.33,15.5,10199,10065
2016-02-23T15:10:23.000Z,2016-02-23T15:17:32.000Z,0.54,6.0,10023,10019
2016-02-12T22:02:41.000Z,2016-02-12T22:21:09.000Z,4.0,16.0,10023,10030
2016-02-14T22:15:04.000Z,2016-02-14T22:29:09.000Z,3.0,12.0,10011,10005
2016-02-15T15:01:21.000Z,2016-02-15T15:13:41.000Z,1.9,10.0,10001,10002
2016-02-19T08:00:03.000Z,2016-02-19T08:09:51.000Z,0.7,7.5,10110,10110
2016-02-19T11:39:56.000Z,2016-02-19T12:02:07.000Z,2.03,14.5,10014,10002
2016-02-27T02:40:44.000Z,2016-02-27T02:44:29.000Z,0.5,4.5,10012,10011
2016-02-03T20:56:02.000Z,2016-02-03T21:03:12.000Z,1.15,6.5,10017,10018
2016-02-05T19:35:15.000Z,2016-02-05T19:39:30.000Z,0.54,5.0,10103,10018
2016-02-06T23:21:54.000Z,2016-02-06T23:43:23.000Z,3.33,14.0,10001,10003
2016-02-13T21:17:46.000Z,2016-02-13T21:27:39.000Z,2.15,9.5,10019,10044
2016-02-11T07:52:30.000Z,2016-02-11T08:08:22.000Z,2.05,11.5,10023,10152
2016-02-08T06:11:26.000Z,2016-02-08T06:26:57.000Z,8.2,23.5,10021,11371
2016-02-05T21:56:30.000Z,2016-02-05T21:58:58.000Z,0.58,4.0,10167,10110
2016-02-15T02:47:10.000Z,2016-02-15T02:53:21.000Z,1.9,8.0,10028,10171
2016-02-11T12:37:20.000Z,2016-02-11T12:48:15.000Z,1.73,9.0,10021,10028
2016-02-23T17:11:47.000Z,2016-02-23T17:18:04.000Z,1.03,6.0,10025,10162
2016-02-10T18:17:08.000Z,2016-02-10T18:28:24.000Z,1.4,9.0,10167,10065
2016-02-04T11:01:35.000Z,2016-02-04T11:10:46.000Z,1.9,8.5,11206,11238
2016-02-25T11:37:40.000Z,2016-02-25T11:39:57.000Z,0.4,3.5,10065,10021
2016-02-06T15:35:29.000Z,2016-02-06T15:47:01.000Z,2.1,10.5,10023,10018
2016-02-08T19:21:47.000Z,2016-02-08T19:30:19.000Z,1.3,7.5,10065,10017
2016-02-24T10:46:46.000Z,2016-02-24T11:22:45.000Z,10.31,34.0,10023,11201
2016-02-29T07:42:10.000Z,2016-02-29T07:53:07.000Z,2.23,10.0,10011,10282
2016-02-18T23:40:39.000Z,2016-02-19T00:03:18.000Z,9.3,28.5,10011,11379
2016-02-13T19:10:50.000Z,2016-02-13T19:12:11.000Z,0.4,3.5,10119,10011
2016-02-07T22:50:26.000Z,2016-02-07T23:01:10.000Z,2.3,10.0,10021,10017
2016-02-19T19:42:51.000Z,2016-02-19T19:45:34.000Z,0.5,4.0,10028,10021
2016-02-12T12:34:14.000Z,2016-02-12T12:58:24.000Z,8.24,26.5,10038,10028
2016-02-19T09:09:34.000Z,2016-02-19T09:16:58.000Z,1.47,7.0,10112,10065
2016-02-19T15:34:24.000Z,2016-02-19T15:44:47.000Z,1.43,8.5,10021,10103
2016-02-08T23:06:36.000Z,2016-02-08T23:14:10.000Z,2.09,8.5,10025,10026
2016-02-07T23:27:09.000Z,2016-02-07T23:34:08.000Z,1.12,6.5,10016,10009
2016-02-02T18:40:50.000Z,2016-02-02T19:07:56.000Z,2.7,17.5,10003,10018
2016-02-16T20:28:53.000Z,2016-02-16T20:42:43.000Z,2.78,11.5,10001,10013
2016-02-06T18:19:03.000Z,2016-02-06T18:24:00.000Z,0.6,5.0,10065,10021
2016-02-26T11:48:50.000Z,2016-02-26T11:56:00.000Z,0.7,6.5,10153,10021
2016-02-07T16:31:28.000Z,2016-02-07T16:36:49.000Z,0.8,5.5,10003,10001
2016-02-16T08:10:42.000Z,2016-02-16T08:20:44.000Z,1.5,8.5,10021,10167
2016-02-19T00:19:59.000Z,2016-02-19T00:28:16.000Z,2.06,8.5,10029,10037
2016-02-20T11:09:42.000Z,2016-02-20T11:25:53.000Z,2.58,13.0,10017,10012
2016-02-03T09:27:21.000Z,2016-02-03T09:45:28.000Z,2.0,12.5,10021,10110
2016-02-07T16:08:40.000Z,2016-02-07T16:41:04.000Z,7.66,34.0,11422,11598
2016-02-15T18:44:13.000Z,2016-02-15T18:56:12.000Z,2.15,10.0,10023,10065
2016-02-06T23:47:07.000Z,2016-02-07T00:28:06.000Z,5.89,27.0,10012,10023
2016-02-11T14:45:25.000Z,2016-02-11T14:52:47.000Z,0.4,6.0,10011,10014
2016-02-22T12:01:44.000Z,2016-02-22T12:08:01.000Z,1.78,7.5,10023,10025
2016-02-04T13:05:57.000Z,2016-02-04T13:08:32.000Z,0.31,3.5,10018,10020
2016-02-01T17:01:04.000Z,2016-02-01T17:19:03.000Z,2.4,13.0,10025,10019
2016-02-14T01:08:13.000Z,2016-02-14T01:25:40.000Z,2.43,12.5,10002,10011
2016-02-17T19:33:08.000Z,2016-02-17T19:48:34.000Z,1.6,10.5,10009,10014
2016-02-14T08:47:06.000Z,2016-02-14T08:50:11.000Z,0.87,5.0,10167,10153
2016-02-21T21:01:28.000Z,2016-02-21T21:22:42.000Z,3.52,16.0,10119,10002
2016-02-09T16:20:02.000Z,2016-02-09T16:39:43.000Z,2.42,13.5,10069,10017
2016-02-19T15:44:25.000Z,2016-02-19T16:01:16.000Z,1.81,12.0,10023,10018
2016-02-03T17:42:40.000Z,2016-02-03T17:50:34.000Z,1.08,7.0,10023,10020
2016-02-19T18:35:01.000Z,2016-02-19T18:58:16.000Z,4.49,18.0,10199,10028
2016-02-02T11:41:18.000Z,2016-02-02T11:47:13.000Z,0.58,5.5,10017,10009
2016-02-13T23:18:17.000Z,2016-02-13T23:26:03.000Z,1.4,7.5,10153,10001
2016-02-09T10:13:33.000Z,2016-02-09T10:22:00.000Z,0.75,7.0,10014,10011
2016-02-04T08:31:07.000Z,2016-02-04T08:37:26.000Z,0.67,6.0,10167,10103
2016-02-12T16:49:41.000Z,2016-02-12T16:55:56.000Z,1.0,6.0,10011,10014
2016-02-10T18:45:18.000Z,2016-02-10T18:57:28.000Z,1.35,9.0,10011,10003
2016-02-26T11:32:24.000Z,2016-02-26T11:43:09.000Z,1.34,8.5,10023,10019
2016-02-19T15:18:16.000Z,2016-02-19T15:21:28.000Z,0.7,4.5,10065,10021
2016-02-29T18:04:46.000Z,2016-02-29T18:14:43.000Z,2.04,9.5,10020,10021
2016-02-21T01:06:14.000Z,2016-02-21T01:14:52.000Z,2.6,9.5,10018,10021
2016-02-21T20:48:44.000Z,2016-02-21T20:52:42.000Z,0.63,4.5,10003,10011
2016-02-21T14:57:17.000Z,2016-02-21T15:43:34.000Z,21.9,52.0,11422,10034
2016-02-11T10:27:47.000Z,2016-02-11T11:12:07.000Z,8.29,34.5,10280,10029
2016-02-01T06:12:50.000Z,2016-02-01T06:59:27.000Z,19.4,52.0,10162,11422
2016-02-24T17:04:30.000Z,2016-02-24T17:20:30.000Z,1.36,10.5,10103,10017
2016-02-10T16:54:28.000Z,2016-02-10T16:57:26.000Z,0.63,4.5,10199,10199
2016-02-06T02:51:36.000Z,2016-02-06T03:03:17.000Z,3.9,13.5,11211,10017
2016-02-14T10:44:47.000Z,2016-02-14T10:48:05.000Z,0.9,5.0,10154,10167
2016-02-12T21:54:53.000Z,2016-02-12T22:27:47.000Z,15.99,44.5,11371,11010
2016-02-14T01:23:09.000Z,2016-02-14T01:32:42.000Z,2.71,10.5,10002,11206
2016-02-02T07:28:58.000Z,2016-02-02T07:33:03.000Z,0.67,4.5,10018,10112
2016-02-07T01:07:13.000Z,2016-02-07T01:18:39.000Z,2.5,10.5,10023,10017
2016-02-06T12:02:03.000Z,2016-02-06T12:16:11.000Z,1.8,11.0,10017,10020
2016-02-08T09:39:11.000Z,2016-02-08T10:00:40.000Z,7.3,24.5,10065,10006
2016-02-13T16:50:36.000Z,2016-02-13T17:05:47.000Z,2.7,13.0,11104,10065
2016-02-07T10:52:09.000Z,2016-02-07T10:54:44.000Z,0.4,4.0,10009,10003
2016-02-01T11:12:50.000Z,2016-02-01T11:32:41.000Z,2.07,13.5,10007,10003
2016-02-09T19:13:46.000Z,2016-02-09T19:46:08.000Z,10.88,35.5,10011,11209
2016-02-06T10:08:00.000Z,2016-02-06T10:28:11.000Z,4.3,18.0,10044,10001
2016-02-10T22:04:39.000Z,2016-02-10T22:20:18.000Z,4.4,16.5,10028,10001
2016-02-18T18:16:25.000Z,2016-02-18T18:53:41.000Z,8.73,29.5,10011,11375
2016-02-27T01:51:33.000Z,2016-02-27T02:03:30.000Z,1.38,9.0,10012,10002
2016-02-27T19:23:32.000Z,2016-02-27T19:30:41.000Z,0.89,6.0,10020,10018
2016-02-14T07:10:35.000Z,2016-02-14T07:14:42.000Z,1.0,5.5,10009,10017
2016-02-23T10:19:52.000Z,2016-02-23T10:29:36.000Z,1.75,9.0,10282,10271
2016-02-01T10:41:48.000Z,2016-02-01T11:14:00.000Z,17.26,52.0,11422,10171
2016-02-23T08:10:17.000Z,2016-02-23T08:11:52.000Z,0.65,4.0,10012,10012
2016-02-14T06:52:27.000Z,2016-02-14T06:59:16.000Z,2.6,9.5,10030,10032
2016-02-26T19:48:04.000Z,2016-02-26T19:56:04.000Z,1.1,7.0,10154,10019
2016-02-20T03:20:10.000Z,2016-02-20T03:43:51.000Z,7.0,22.5,10278,10035
2016-02-10T10:23:03.000Z,2016-02-10T10:28:12.000Z,1.07,6.0,10014,10014
2016-02-03T00:54:42.000Z,2016-02-03T01:20:47.000Z,7.2,24.0,10011,11215
2016-02-10T12:41:25.000Z,2016-02-10T13:04:45.000Z,1.4,14.5,10001,10001
2016-02-23T15:53:45.000Z,2016-02-23T16:27:37.000Z,2.8,20.5,10065,10011
2016-02-01T13:19:21.000Z,2016-02-01T13:27:28.000Z,1.01,7.0,10001,10011
2016-02-19T14:00:38.000Z,2016-02-19T14:25:22.000Z,5.12,19.5,10018,10035
2016-02-06T07:43:50.000Z,2016-02-06T08:03:56.000Z,5.3,18.0,11377,10028
2016-02-09T21:37:04.000Z,2016-02-09T21:42:29.000Z,2.05,7.5,10021,10029
2016-02-01T15:47:32.000Z,2016-02-01T15:49:52.000Z,0.1,3.5,10025,10025
2016-02-26T14:55:30.000Z,2016-02-26T15:02:36.000Z,1.05,6.5,10016,10009
2016-02-15T16:39:38.000Z,2016-02-15T16:43:26.000Z,1.03,5.5,10028,10029
2016-02-05T08:44:46.000Z,2016-02-05T08:52:52.000Z,0.9,7.0,10018,10171
2016-02-01T16:09:05.000Z,2016-02-01T16:22:27.000Z,0.7,9.0,10021,10021
2016-02-22T09:08:47.000Z,2016-02-22T09:45:08.000Z,12.38,38.0,11371,10152
2016-02-13T01:38:40.000Z,2016-02-13T02:05:49.000Z,5.9,21.5,10011,11102
2016-02-27T11:11:53.000Z,2016-02-27T11:15:43.000Z,0.8,5.0,10023,10162
2016-02-22T22:10:12.000Z,2016-02-22T22:24:16.000Z,2.0,10.5,10001,10065
2016-02-20T16:18:23.000Z,2016-02-20T16:20:08.000Z,0.3,3.5,10001,10119
2016-02-04T12:29:40.000Z,2016-02-04T12:41:53.000Z,1.08,8.5,10167,10001
2016-02-20T13:24:32.000Z,2016-02-20T13:29:03.000Z,0.9,5.5,10044,10021
2016-02-18T18:10:47.000Z,2016-02-18T18:36:37.000Z,2.72,16.5,10011,10271
2016-02-26T12:53:59.000Z,2016-02-26T13:17:52.000Z,1.99,15.0,10110,10153
2016-02-04T13:00:57.000Z,2016-02-04T13:13:56.000Z,1.61,10.0,10162,10021
2016-02-13T09:20:01.000Z,2016-02-13T09:24:57.000Z,0.82,5.5,10009,10009
2016-02-12T16:19:07.000Z,2016-02-12T17:06:55.000Z,11.4,36.5,11371,11231
2016-02-20T13:58:47.000Z,2016-02-20T14:25:37.000Z,3.2,18.0,10014,10017
2016-02-21T15:21:36.000Z,2016-02-21T15:37:20.000Z,1.54,11.0,10020,10069
2016-02-11T08:22:37.000Z,2016-02-11T08:29:41.000Z,0.8,6.5,10153,10171
2016-02-09T22:10:26.000Z,2016-02-09T22:15:00.000Z,0.73,5.0,10012,10278
2016-02-08T13:47:12.000Z,2016-02-08T13:54:36.000Z,0.7,6.5,10110,10119
2016-02-08T19:30:11.000Z,2016-02-08T19:48:04.000Z,3.04,14.0,10003,10022
2016-02-09T18:07:29.000Z,2016-02-09T18:17:14.000Z,1.6,8.5,10009,10017
2016-02-02T15:43:50.000Z,2016-02-02T15:51:01.000Z,1.46,7.0,10111,10119
2016-02-04T09:43:27.000Z,2016-02-04T10:09:13.000Z,3.2,17.5,10119,10044
2016-02-17T12:57:32.000Z,2016-02-17T13:20:08.000Z,8.93,28.5,10009,11371
2016-02-06T00:48:33.000Z,2016-02-06T01:09:12.000Z,3.09,16.0,10018,10009
2016-02-21T15:20:44.000Z,2016-02-21T15:48:33.000Z,3.93,19.5,10014,10065
2016-02-16T16:32:42.000Z,2016-02-16T16:38:29.000Z,1.01,6.0,10011,10003
2016-02-07T15:38:45.000Z,2016-02-07T15:44:16.000Z,0.6,5.5,10280,10280
2016-02-15T13:37:51.000Z,2016-02-15T13:43:16.000Z,1.1,6.0,10028,10023
2016-02-11T10:35:25.000Z,2016-02-11T11:01:06.000Z,5.69,21.0,10110,7030
2016-02-08T21:14:24.000Z,2016-02-08T21:17:51.000Z,0.43,4.5,10023,10023
2016-02-03T22:16:12.000Z,2016-02-03T22:40:10.000Z,3.9,17.5,10012,10065
2016-02-23T15:48:29.000Z,2016-02-23T15:49:13.000Z,0.2,3.0,10003,10003
2016-02-19T02:59:07.000Z,2016-02-19T03:13:26.000Z,3.89,14.0,10278,10065
2016-02-19T09:59:40.000Z,2016-02-19T10:06:12.000Z,2.11,8.5,10002,10016
2016-02-19T14:46:45.000Z,2016-02-19T14:52:31.000Z,0.78,5.5,10103,10019
2016-02-05T14:46:29.000Z,2016-02-05T15:20:47.000Z,6.8,27.5,10028,10278
2016-02-28T18:23:54.000Z,2016-02-28T18:35:12.000Z,1.7,9.0,10001,10003
2016-02-16T18:41:07.000Z,2016-02-16T18:53:53.000Z,2.0,10.0,10005,10002
2016-02-12T10:14:37.000Z,2016-02-12T10:28:04.000Z,1.6,10.0,10167,10199
2016-02-21T13:45:10.000Z,2016-02-21T14:15:45.000Z,3.17,19.0,10012,10018
2016-02-12T19:30:33.000Z,2016-02-12T20:08:50.000Z,8.99,33.0,11370,10003
2016-02-23T04:11:58.000Z,2016-02-23T04:24:56.000Z,2.73,11.5,11211,11221
2016-02-25T13:48:19.000Z,2016-02-25T13:57:00.000Z,1.45,8.0,10009,10003
2016-02-27T00:15:16.000Z,2016-02-27T00:23:05.000Z,1.28,7.5,10018,10001
2016-02-03T10:55:34.000Z,2016-02-03T11:13:23.000Z,1.4,12.0,10103,10167
2016-02-05T11:28:29.000Z,2016-02-05T11:48:48.000Z,1.5,13.0,10009,10001
2016-02-03T09:18:01.000Z,2016-02-03T09:37:19.000Z,3.29,15.0,10065,10023
2016-02-03T06:19:25.000Z,2016-02-03T06:35:02.000Z,4.06,14.5,10013,10023
2016-02-21T10:54:34.000Z,2016-02-21T11:04:34.000Z,1.99,9.0,10028,10023
2016-02-02T09:57:24.000Z,2016-02-02T10:03:58.000Z,1.0,6.0,10017,10009
2016-02-10T23:33:22.000Z,2016-02-10T23:43:02.000Z,3.7,13.0,10012,11222
2016-02-16T08:18:54.000Z,2016-02-16T08:29:12.000Z,1.53,8.5,10016,10154
2016-02-20T11:02:42.000Z,2016-02-20T11:16:57.000Z,4.81,17.0,10271,10110
2016-02-29T00:25:03.000Z,2016-02-29T00:43:41.000Z,5.4,18.0,10162,10012
2016-02-25T18:55:09.000Z,2016-02-25T19:01:39.000Z,0.82,6.0,10009,10011
2016-02-23T18:45:20.000Z,2016-02-23T19:07:41.000Z,2.1,14.0,10065,10110
2016-02-12T20:42:42.000Z,2016-02-12T20:59:46.000Z,1.89,11.5,10002,10001
2016-02-25T23:50:33.000Z,2016-02-25T23:55:04.000Z,0.7,5.0,10014,10011
2016-02-18T13:02:26.000Z,2016-02-18T13:43:36.000Z,4.55,26.0,10021,10014
2016-02-22T16:34:06.000Z,2016-02-22T16:56:36.000Z,3.3,16.0,10103,10012
2016-02-16T13:40:34.000Z,2016-02-16T13:50:31.000Z,1.2,7.5,10020,10199
2016-02-19T20:40:28.000Z,2016-02-19T21:03:44.000Z,2.1,14.0,10017,10012
2016-02-03T12:10:37.000Z,2016-02-03T12:30:28.000Z,6.25,21.5,10110,10037
2016-02-01T08:17:51.000Z,2016-02-01T08:24:05.000Z,1.18,6.5,10009,10110
2016-02-21T06:02:48.000Z,2016-02-21T06:13:37.000Z,4.16,14.0,10002,10018
2016-02-04T10:30:02.000Z,2016-02-04T10:56:14.000Z,6.9,24.0,10032,10028
2016-02-16T13:29:10.000Z,2016-02-16T13:49:46.000Z,3.2,14.5,10009,10021
2016-02-11T12:00:19.000Z,2016-02-12T11:59:06.000Z,0.9,5.5,10103,10112
2016-02-09T11:19:19.000Z,2016-02-09T11:40:07.000Z,4.3,17.0,10044,10119
2016-02-20T01:32:05.000Z,2016-02-20T01:51:56.000Z,6.03,19.5,10018,10031
2016-02-14T14:19:05.000Z,2016-02-14T14:52:20.000Z,17.01,52.0,11422,10017
2016-02-13T11:21:51.000Z,2016-02-13T11:30:21.000Z,1.7,8.0,10028,10162
2016-02-06T08:00:07.000Z,2016-02-06T08:31:47.000Z,18.82,52.0,11422,10019
2016-02-11T22:16:46.000Z,2016-02-11T22:34:47.000Z,3.22,14.5,10119,10021
2016-02-04T07:57:06.000Z,2016-02-04T08:05:56.000Z,1.4,8.0,10171,10001
2016-02-21T17:38:22.000Z,2016-02-21T17:59:37.000Z,1.8,14.0,10017,10199
2016-02-17T07:13:16.000Z,2016-02-17T07:27:33.000Z,2.71,12.5,10025,10103
2016-02-01T15:50:54.000Z,2016-02-01T16:04:58.000Z,2.4,11.5,10003,10282
2016-02-13T19:15:19.000Z,2016-02-13T19:35:00.000Z,7.1,23.0,10019,10005
2016-02-09T12:02:17.000Z,2016-02-09T12:11:03.000Z,0.94,7.0,10012,10002
2016-02-11T09:50:29.000Z,2016-02-11T09:55:00.000Z,0.63,5.0,10154,10017
2016-02-06T17:16:17.000Z,2016-02-06T17:32:31.000Z,3.4,14.5,10110,10029
2016-02-12T14:09:00.000Z,2016-02-12T14:26:42.000Z,2.12,13.0,10028,10069
2016-02-14T12:00:44.000Z,2016-02-14T12:05:17.000Z,0.82,5.5,10162,10025
2016-02-24T11:04:01.000Z,2016-02-24T11:31:26.000Z,2.4,17.5,10018,10022
2016-02-14T18:44:15.000Z,2016-02-14T18:50:49.000Z,1.17,7.0,11238,11217
2016-02-08T18:29:14.000Z,2016-02-08T18:38:43.000Z,0.9,7.5,10017,10022
2016-02-04T21:08:47.000Z,2016-02-04T21:18:40.000Z,1.83,8.5,10021,10017
2016-02-19T18:02:33.000Z,2016-02-19T18:44:57.000Z,6.3,29.5,10199,11206
2016-02-18T14:39:40.000Z,2016-02-18T14:50:46.000Z,1.07,8.5,10001,10167
2016-02-02T10:14:37.000Z,2016-02-02T10:19:52.000Z,0.76,5.5,10011,10199
2016-02-19T10:02:42.000Z,2016-02-19T10:19:30.000Z,2.7,13.0,10153,10011
2016-02-17T06:00:35.000Z,2016-02-17T06:11:53.000Z,4.6,15.5,10065,10012
2016-02-07T11:38:53.000Z,2016-02-07T11:47:18.000Z,1.5,8.0,10028,10023
2016-02-21T09:25:55.000Z,2016-02-21T09:33:00.000Z,1.74,8.0,10199,10023
2016-02-06T13:17:10.000Z,2016-02-06T13:28:07.000Z,2.9,11.5,10002,10282
2016-02-12T17:47:09.000Z,2016-02-12T17:53:58.000Z,1.3,7.0,10171,10003
2016-02-09T09:45:50.000Z,2016-02-09T10:09:02.000Z,2.05,14.5,10001,10022
2016-02-01T22:24:16.000Z,2016-02-01T22:27:59.000Z,0.88,5.0,10119,10011
2016-02-27T12:13:12.000Z,2016-02-27T12:42:48.000Z,5.37,23.0,10013,10022
2016-02-02T12:23:08.000Z,2016-02-02T12:38:58.000Z,3.8,15.0,10028,10001
2016-02-19T20:59:55.000Z,2016-02-19T21:14:24.000Z,3.15,13.0,10002,11222
2016-02-20T22:31:28.000Z,2016-02-20T22:37:37.000Z,1.6,7.5,11106,11102
2016-02-26T20:06:54.000Z,2016-02-26T20:11:05.000Z,1.67,6.5,10153,10028
2016-02-25T21:05:16.000Z,2016-02-25T21:21:06.000Z,2.65,12.5,10119,10021
2016-02-14T08:30:14.000Z,2016-02-14T08:37:53.000Z,1.5,7.5,10014,10199
2016-02-24T21:34:56.000Z,2016-02-24T21:45:07.000Z,1.4,8.5,10023,10103
2016-02-24T20:42:46.000Z,2016-02-24T21:02:27.000Z,3.09,14.5,10153,10011
2016-02-03T13:29:40.000Z,2016-02-03T13:50:17.000Z,1.1,12.5,10103,10022
2016-02-14T00:20:03.000Z,2016-02-14T00:45:08.000Z,6.9,24.5,10009,11377
2016-02-04T06:15:26.000Z,2016-02-04T06:18:02.000Z,0.71,4.5,10018,10112
2016-02-26T19:44:09.000Z,2016-02-26T19:57:29.000Z,3.47,13.0,11371,11105
2016-02-14T02:55:36.000Z,2016-02-14T03:01:59.000Z,1.2,6.0,10002,10278
2016-02-14T00:15:35.000Z,2016-02-14T00:21:59.000Z,0.62,5.5,10153,10022
2016-02-06T17:30:44.000Z,2016-02-06T17:38:19.000Z,2.0,8.0,10035,10029
2016-02-16T13:30:20.000Z,2016-02-16T13:46:56.000Z,3.05,13.0,10018,10011
2016-02-26T22:12:43.000Z,2016-02-26T22:21:25.000Z,1.8,9.0,10069,10025
2016-02-20T20:38:32.000Z,2016-02-20T20:41:17.000Z,0.5,4.5,10025,10115
2016-02-11T18:52:37.000Z,2016-02-11T19:08:02.000Z,1.81,11.5,11217,11217
2016-02-03T09:09:05.000Z,2016-02-03T09:28:30.000Z,1.98,13.0,10023,10022
2016-02-23T09:18:37.000Z,2016-02-23T09:53:30.000Z,8.12,31.0,10065,10282
2016-02-12T21:52:25.000Z,2016-02-12T22:09:15.000Z,5.7,19.0,10002,10028
2016-02-13T19:01:42.000Z,2016-02-13T19:22:06.000Z,2.3,14.5,10021,10020
2016-02-05T23:52:41.000Z,2016-02-06T00:03:30.000Z,2.38,10.5,10153,10028
2016-02-15T19:10:32.000Z,2016-02-15T19:45:57.000Z,17.7,52.0,10003,11422
2016-02-17T08:28:30.000Z,2016-02-17T08:42:21.000Z,2.16,11.0,11371,11372
2016-02-09T21:04:48.000Z,2016-02-09T21:13:09.000Z,1.1,7.0,10019,10001
2016-02-01T06:50:43.000Z,2016-02-01T07:04:07.000Z,2.3,11.5,10021,10018
2016-02-04T20:32:01.000Z,2016-02-04T20:41:56.000Z,2.3,9.5,10023,10021
2016-02-10T15:07:05.000Z,2016-02-10T15:17:41.000Z,1.43,8.5,10199,10012
2016-02-15T05:28:28.000Z,2016-02-15T05:33:39.000Z,1.3,6.5,10018,10011
2016-02-19T08:45:24.000Z,2016-02-19T09:13:16.000Z,1.7,16.5,10020,10167
2016-02-25T21:50:57.000Z,2016-02-25T22:00:49.000Z,2.2,9.0,10119,10069
2016-02-13T20:23:06.000Z,2016-02-13T20:34:20.000Z,4.12,14.0,10280,10002
2016-02-17T03:14:46.000Z,2016-02-17T03:20:37.000Z,1.3,6.5,10154,10018
2016-02-08T17:39:32.000Z,2016-02-08T17:47:53.000Z,1.5,7.5,10028,10065
2016-02-19T08:58:14.000Z,2016-02-19T09:15:20.000Z,2.41,13.0,10003,10167
2016-02-26T02:26:44.000Z,2016-02-26T02:48:35.000Z,6.5,21.5,10001,11105
2016-02-26T00:04:57.000Z,2016-02-26T00:21:17.000Z,2.2,11.5,10011,10002
2016-02-23T09:54:48.000Z,2016-02-23T10:00:32.000Z,0.94,6.0,10023,10162
2016-02-25T19:57:30.000Z,2016-02-25T20:05:30.000Z,1.21,7.0,10199,10011
2016-02-11T19:44:00.000Z,2016-02-11T20:01:13.000Z,4.24,15.5,10003,11217
2016-02-27T08:53:40.000Z,2016-02-27T09:00:41.000Z,1.34,7.0,10162,10028
2016-02-09T17:37:51.000Z,2016-02-09T17:47:48.000Z,1.44,8.5,10103,10065
2016-02-06T18:58:38.000Z,2016-02-06T19:00:45.000Z,0.3,3.5,10110,10017
2016-02-17T09:21:11.000Z,2016-02-17T09:30:52.000Z,0.5,7.0,10018,10103
2016-02-12T21:15:12.000Z,2016-02-12T21:29:56.000Z,2.88,12.5,10021,10018
2016-02-24T07:39:31.000Z,2016-02-24T07:55:12.000Z,3.03,12.5,10028,10115
2016-02-10T13:32:54.000Z,2016-02-10T13:45:42.000Z,1.55,9.5,10110,10103
2016-02-08T17:24:10.000Z,2016-02-08T17:27:15.000Z,0.5,4.5,10065,10021
2016-02-06T00:24:07.000Z,2016-02-06T00:38:34.000Z,3.48,14.0,10038,10009
2016-02-19T09:45:19.000Z,2016-02-19T10:09:40.000Z,3.5,17.0,10171,10013
2016-02-06T11:59:26.000Z,2016-02-06T12:16:02.000Z,3.4,14.5,10014,10065
2016-02-06T20:04:30.000Z,2016-02-06T20:19:16.000Z,1.85,11.0,10119,10011
2016-02-09T23:19:04.000Z,2016-02-09T23:21:49.000Z,0.73,4.5,10009,10011
2016-02-19T18:24:41.000Z,2016-02-19T18:46:31.000Z,3.0,15.0,10011,10069
2016-02-07T00:37:05.000Z,2016-02-07T00:49:43.000Z,2.68,11.0,10002,10017
2016-02-20T11:10:47.000Z,2016-02-20T11:18:19.000Z,1.2,7.0,10014,10199
2016-02-22T17:12:17.000Z,2016-02-22T17:27:46.000Z,2.45,12.0,10110,10014
2016-02-05T15:34:53.000Z,2016-02-05T15:42:44.000Z,0.72,6.5,10021,10065
2016-02-11T21:45:02.000Z,2016-02-11T22:03:30.000Z,3.9,16.0,10110,10026
2016-02-01T10:38:07.000Z,2016-02-01T11:26:33.000Z,11.16,41.5,11371,10110
2016-02-26T22:07:29.000Z,2016-02-26T22:25:45.000Z,3.2,14.5,10111,10023
2016-02-18T09:52:50.000Z,2016-02-18T10:01:47.000Z,1.16,7.5,10018,10119
